term,count_h1_2025_12_03,count_h2_2026_03_23,log_odds_difference,z_score
immediate,2,1,0.4821398881736876,0.39479638816771395
illinois currently,2,1,0.4821398881736876,0.39479638816771395
siting,2,1,0.4821398881736876,0.39479638816771395
building construction,2,1,0.4821398881736876,0.39479638816771395
belief,2,1,0.4821398881736876,0.39479638816771395
smoke,2,1,0.4821398881736876,0.39479638816771395
screen,2,1,0.4821398881736876,0.39479638816771395
speak evening,2,1,0.4821398881736876,0.39479638816771395
billions,2,1,0.4821398881736876,0.39479638816771395
implemented,2,1,0.4821398881736876,0.39479638816771395
extensions,2,1,0.4821398881736876,0.39479638816771395
science,2,1,0.4821398881736876,0.39479638816771395
honest,2,1,0.4821398881736876,0.39479638816771395
berlin,2,1,0.4821398881736876,0.39479638816771395
point know,2,1,0.4821398881736876,0.39479638816771395
topic,2,1,0.4821398881736876,0.39479638816771395
expertise,2,1,0.4821398881736876,0.39479638816771395
skip,2,1,0.4821398881736876,0.39479638816771395
couple things,2,1,0.4821398881736876,0.39479638816771395
homeless,2,1,0.4821398881736876,0.39479638816771395
president ceo,2,1,0.4821398881736876,0.39479638816771395
energy development,2,1,0.4821398881736876,0.39479638816771395
holding,2,1,0.4821398881736876,0.39479638816771395
broad,2,1,0.4821398881736876,0.39479638816771395
county growth,2,1,0.4821398881736876,0.39479638816771395
base,2,1,0.4821398881736876,0.39479638816771395
based dallas,2,1,0.4821398881736876,0.39479638816771395
europe,2,1,0.4821398881736876,0.39479638816771395
secondly,2,1,0.4821398881736876,0.39479638816771395
years years,2,1,0.4821398881736876,0.39479638816771395
did,34,25,0.09892287953340162,0.37616437245867207
appeals,9,6,0.19639994513416337,0.37338542112037254
involved,9,6,0.19639994513416337,0.37338542112037254
don think,9,6,0.19639994513416337,0.37338542112037254
opposition,9,6,0.19639994513416337,0.37338542112037254
somebody,9,6,0.19639994513416337,0.37338542112037254
location,9,6,0.19639994513416337,0.37338542112037254
believe,17,12,0.13953123607497542,0.370773951688389
hear,17,12,0.13953123607497542,0.370773951688389
project,80,61,0.06280305098034233,0.3701372789133756
months,13,9,0.15884874960883089,0.36702978915106854
hard,13,9,0.15884874960883089,0.36702978915106854
does,30,22,0.10156798842428838,0.36251586953783793
rural,22,16,0.10980266107830516,0.3348111046678945
quantities emissions,1,0,5.464231107212678,0.3205659976068594
point little,1,0,5.464231107212678,0.3205659976068594
tragically,1,0,5.464231107212678,0.3205659976068594
qualifying equipment,1,0,5.464231107212678,0.3205659976068594
tragically new,1,0,5.464231107212678,0.3205659976068594
point lot,1,0,5.464231107212678,0.3205659976068594
quantities,1,0,5.464231107212678,0.3205659976068594
point number,1,0,5.464231107212678,0.3205659976068594
threaten thank,1,0,5.464231107212678,0.3205659976068594
questioners raised,1,0,5.464231107212678,0.3205659976068594
threaten investment,1,0,5.464231107212678,0.3205659976068594
qualifying,1,0,5.464231107212678,0.3205659976068594
threaten electric,1,0,5.464231107212678,0.3205659976068594
points valid,1,0,5.464231107212678,0.3205659976068594
question raised,1,0,5.464231107212678,0.3205659976068594
point later,1,0,5.464231107212678,0.3205659976068594
point like,1,0,5.464231107212678,0.3205659976068594
puzzle probably,1,0,5.464231107212678,0.3205659976068594
tradesmen,1,0,5.464231107212678,0.3205659976068594
putting pavement,1,0,5.464231107212678,0.3205659976068594
tradesmen women,1,0,5.464231107212678,0.3205659976068594
putting power,1,0,5.464231107212678,0.3205659976068594
putting systems,1,0,5.464231107212678,0.3205659976068594
tradespeople build,1,0,5.464231107212678,0.3205659976068594
tradespeople personally,1,0,5.464231107212678,0.3205659976068594
putting universe,1,0,5.464231107212678,0.3205659976068594
policy said,1,0,5.464231107212678,0.3205659976068594
puzzle,1,0,5.464231107212678,0.3205659976068594
questions ahead,1,0,5.464231107212678,0.3205659976068594
policy prairie,1,0,5.464231107212678,0.3205659976068594
thriving manufacturing,1,0,5.464231107212678,0.3205659976068594
qualify accelerated,1,0,5.464231107212678,0.3205659976068594
trading cme,1,0,5.464231107212678,0.3205659976068594
questions addressed,1,0,5.464231107212678,0.3205659976068594
thriving,1,0,5.464231107212678,0.3205659976068594
threatens replace,1,0,5.464231107212678,0.3205659976068594
threatens,1,0,5.464231107212678,0.3205659976068594
trading told,1,0,5.464231107212678,0.3205659976068594
questioning thank,1,0,5.464231107212678,0.3205659976068594
qualified,1,0,5.464231107212678,0.3205659976068594
thoughts thank,1,0,5.464231107212678,0.3205659976068594
traffic cop,1,0,5.464231107212678,0.3205659976068594
qualified capital,1,0,5.464231107212678,0.3205659976068594
qualify,1,0,5.464231107212678,0.3205659976068594
points try,1,0,5.464231107212678,0.3205659976068594
points hear,1,0,5.464231107212678,0.3205659976068594
quarter miles,1,0,5.464231107212678,0.3205659976068594
questioners,1,0,5.464231107212678,0.3205659976068594
point risks,1,0,5.464231107212678,0.3205659976068594
point sag,1,0,5.464231107212678,0.3205659976068594
point showed,1,0,5.464231107212678,0.3205659976068594
question jobs,1,0,5.464231107212678,0.3205659976068594
point slides,1,0,5.464231107212678,0.3205659976068594
point somebody,1,0,5.464231107212678,0.3205659976068594
question guys,1,0,5.464231107212678,0.3205659976068594
question think,1,0,5.464231107212678,0.3205659976068594
question grew,1,0,5.464231107212678,0.3205659976068594
training backup,1,0,5.464231107212678,0.3205659976068594
question thought,1,0,5.464231107212678,0.3205659976068594
trades roles,1,0,5.464231107212678,0.3205659976068594
question throwing,1,0,5.464231107212678,0.3205659976068594
question environmental,1,0,5.464231107212678,0.3205659976068594
question doing,1,0,5.464231107212678,0.3205659976068594
point right,1,0,5.464231107212678,0.3205659976068594
question thank,1,0,5.464231107212678,0.3205659976068594
question talked,1,0,5.464231107212678,0.3205659976068594
question sir,1,0,5.464231107212678,0.3205659976068594
question request,1,0,5.464231107212678,0.3205659976068594
question priority,1,0,5.464231107212678,0.3205659976068594
point pick,1,0,5.464231107212678,0.3205659976068594
question period,1,0,5.464231107212678,0.3205659976068594
question right,1,0,5.464231107212678,0.3205659976068594
question robert,1,0,5.464231107212678,0.3205659976068594
question sorry,1,0,5.464231107212678,0.3205659976068594
training marginalized,1,0,5.464231107212678,0.3205659976068594
point relates,1,0,5.464231107212678,0.3205659976068594
question maybe,1,0,5.464231107212678,0.3205659976068594
question ll,1,0,5.464231107212678,0.3205659976068594
thousands cast,1,0,5.464231107212678,0.3205659976068594
question legal,1,0,5.464231107212678,0.3205659976068594
thousand working,1,0,5.464231107212678,0.3205659976068594
question time,1,0,5.464231107212678,0.3205659976068594
question tom,1,0,5.464231107212678,0.3205659976068594
point usually,1,0,5.464231107212678,0.3205659976068594
queries tell,1,0,5.464231107212678,0.3205659976068594
question ve,1,0,5.464231107212678,0.3205659976068594
question appreciate,1,0,5.464231107212678,0.3205659976068594
question access,1,0,5.464231107212678,0.3205659976068594
points east,1,0,5.464231107212678,0.3205659976068594
points guys,1,0,5.464231107212678,0.3205659976068594
question way,1,0,5.464231107212678,0.3205659976068594
queries,1,0,5.464231107212678,0.3205659976068594
pointing,1,0,5.464231107212678,0.3205659976068594
points help,1,0,5.464231107212678,0.3205659976068594
quarterly strict,1,0,5.464231107212678,0.3205659976068594
quarterly ensure,1,0,5.464231107212678,0.3205659976068594
points interconnection,1,0,5.464231107212678,0.3205659976068594
points research,1,0,5.464231107212678,0.3205659976068594
trailer things,1,0,5.464231107212678,0.3205659976068594
pointing emissions,1,0,5.464231107212678,0.3205659976068594
question brownout,1,0,5.464231107212678,0.3205659976068594
question does,1,0,5.464231107212678,0.3205659976068594
question trust,1,0,5.464231107212678,0.3205659976068594
point ve,1,0,5.464231107212678,0.3205659976068594
question craig,1,0,5.464231107212678,0.3205659976068594
point view,1,0,5.464231107212678,0.3205659976068594
train coming,1,0,5.464231107212678,0.3205659976068594
train acquire,1,0,5.464231107212678,0.3205659976068594
question commentators,1,0,5.464231107212678,0.3205659976068594
question combustion,1,0,5.464231107212678,0.3205659976068594
pointed zba,1,0,5.464231107212678,0.3205659976068594
pointed pointing,1,0,5.464231107212678,0.3205659976068594
question cj,1,0,5.464231107212678,0.3205659976068594
question capacity,1,0,5.464231107212678,0.3205659976068594
point order,1,0,5.464231107212678,0.3205659976068594
question variant,1,0,5.464231107212678,0.3205659976068594
pointed solid,1,0,5.464231107212678,0.3205659976068594
question getting,1,0,5.464231107212678,0.3205659976068594
professionally staffed,1,0,5.464231107212678,0.3205659976068594
pollinator,1,0,5.464231107212678,0.3205659976068594
time consider,1,0,5.464231107212678,0.3205659976068594
pops,1,0,5.464231107212678,0.3205659976068594
public closing,1,0,5.464231107212678,0.3205659976068594
pops going,1,0,5.464231107212678,0.3205659976068594
public budgets,1,0,5.464231107212678,0.3205659976068594
populated,1,0,5.464231107212678,0.3205659976068594
public benefit,1,0,5.464231107212678,0.3205659976068594
populated place,1,0,5.464231107212678,0.3205659976068594
public aware,1,0,5.464231107212678,0.3205659976068594
track price,1,0,5.464231107212678,0.3205659976068594
portion building,1,0,5.464231107212678,0.3205659976068594
public ask,1,0,5.464231107212678,0.3205659976068594
toxic mess,1,0,5.464231107212678,0.3205659976068594
portion increase,1,0,5.464231107212678,0.3205659976068594
portion numbers,1,0,5.464231107212678,0.3205659976068594
portion overhead,1,0,5.464231107212678,0.3205659976068594
portion supply,1,0,5.464231107212678,0.3205659976068594
time considering,1,0,5.464231107212678,0.3205659976068594
pruitt want,1,0,5.464231107212678,0.3205659976068594
portions equipment,1,0,5.464231107212678,0.3205659976068594
portions region,1,0,5.464231107212678,0.3205659976068594
pose,1,0,5.464231107212678,0.3205659976068594
public comes,1,0,5.464231107212678,0.3205659976068594
popping don,1,0,5.464231107212678,0.3205659976068594
pruitt sure,1,0,5.464231107212678,0.3205659976068594
time community,1,0,5.464231107212678,0.3205659976068594
pop folks,1,0,5.464231107212678,0.3205659976068594
public right,1,0,5.464231107212678,0.3205659976068594
time big,1,0,5.464231107212678,0.3205659976068594
public pretty,1,0,5.464231107212678,0.3205659976068594
public partly,1,0,5.464231107212678,0.3205659976068594
public opposition,1,0,5.464231107212678,0.3205659976068594
time bomb,1,0,5.464231107212678,0.3205659976068594
pop mean,1,0,5.464231107212678,0.3205659976068594
public makes,1,0,5.464231107212678,0.3205659976068594
public little,1,0,5.464231107212678,0.3205659976068594
public input,1,0,5.464231107212678,0.3205659976068594
time came,1,0,5.464231107212678,0.3205659976068594
time campus,1,0,5.464231107212678,0.3205659976068594
time case,1,0,5.464231107212678,0.3205659976068594
public going,1,0,5.464231107212678,0.3205659976068594
time closed,1,0,5.464231107212678,0.3205659976068594
time coalition,1,0,5.464231107212678,0.3205659976068594
public forced,1,0,5.464231107212678,0.3205659976068594
popping actually,1,0,5.464231107212678,0.3205659976068594
public engagement,1,0,5.464231107212678,0.3205659976068594
time coming,1,0,5.464231107212678,0.3205659976068594
pose numerous,1,0,5.464231107212678,0.3205659976068594
township ve,1,0,5.464231107212678,0.3205659976068594
pools cooling,1,0,5.464231107212678,0.3205659976068594
positions addition,1,0,5.464231107212678,0.3205659976068594
providing infrastructure,1,0,5.464231107212678,0.3205659976068594
positions contractor,1,0,5.464231107212678,0.3205659976068594
positions site,1,0,5.464231107212678,0.3205659976068594
providing hundreds,1,0,5.464231107212678,0.3205659976068594
providing high,1,0,5.464231107212678,0.3205659976068594
providing electricity,1,0,5.464231107212678,0.3205659976068594
positive event,1,0,5.464231107212678,0.3205659976068594
township hall,1,0,5.464231107212678,0.3205659976068594
provides zero,1,0,5.464231107212678,0.3205659976068594
positive water,1,0,5.464231107212678,0.3205659976068594
provides transmission,1,0,5.464231107212678,0.3205659976068594
township absolutely,1,0,5.464231107212678,0.3205659976068594
provider wholesale,1,0,5.464231107212678,0.3205659976068594
provider talking,1,0,5.464231107212678,0.3205659976068594
provider ops,1,0,5.464231107212678,0.3205659976068594
provider lot,1,0,5.464231107212678,0.3205659976068594
provider ameren,1,0,5.464231107212678,0.3205659976068594
provider adjacent,1,0,5.464231107212678,0.3205659976068594
possible good,1,0,5.464231107212678,0.3205659976068594
provided memo,1,0,5.464231107212678,0.3205659976068594
time didn,1,0,5.464231107212678,0.3205659976068594
time county,1,0,5.464231107212678,0.3205659976068594
providing request,1,0,5.464231107212678,0.3205659976068594
pruitt questions,1,0,5.464231107212678,0.3205659976068594
providing wires,1,0,5.464231107212678,0.3205659976068594
township size,1,0,5.464231107212678,0.3205659976068594
pruitt mr,1,0,5.464231107212678,0.3205659976068594
pruitt independent,1,0,5.464231107212678,0.3205659976068594
pruitt did,1,0,5.464231107212678,0.3205659976068594
posing,1,0,5.464231107212678,0.3205659976068594
posing question,1,0,5.464231107212678,0.3205659976068594
township pretty,1,0,5.464231107212678,0.3205659976068594
position exactly,1,0,5.464231107212678,0.3205659976068594
proximity homes,1,0,5.464231107212678,0.3205659976068594
proximity existing,1,0,5.464231107212678,0.3205659976068594
position example,1,0,5.464231107212678,0.3205659976068594
provisions presently,1,0,5.464231107212678,0.3205659976068594
provisions future,1,0,5.464231107212678,0.3205659976068594
position listen,1,0,5.464231107212678,0.3205659976068594
position wants,1,0,5.464231107212678,0.3205659976068594
positioning,1,0,5.464231107212678,0.3205659976068594
provision public,1,0,5.464231107212678,0.3205659976068594
positioning springfield,1,0,5.464231107212678,0.3205659976068594
provision,1,0,5.464231107212678,0.3205659976068594
province mid,1,0,5.464231107212678,0.3205659976068594
province,1,0,5.464231107212678,0.3205659976068594
time best,1,0,5.464231107212678,0.3205659976068594
public service,1,0,5.464231107212678,0.3205659976068594
putting light,1,0,5.464231107212678,0.3205659976068594
thumb,1,0,5.464231107212678,0.3205659976068594
pursuant illinois,1,0,5.464231107212678,0.3205659976068594
pollution affect,1,0,5.464231107212678,0.3205659976068594
pursuant,1,0,5.464231107212678,0.3205659976068594
pollution affects,1,0,5.464231107212678,0.3205659976068594
pollution aren,1,0,5.464231107212678,0.3205659976068594
purposes noise,1,0,5.464231107212678,0.3205659976068594
trade union,1,0,5.464231107212678,0.3205659976068594
trade sorry,1,0,5.464231107212678,0.3205659976068594
purposes ending,1,0,5.464231107212678,0.3205659976068594
pollution diesel,1,0,5.464231107212678,0.3205659976068594
purpose route,1,0,5.464231107212678,0.3205659976068594
trade knowing,1,0,5.464231107212678,0.3205659976068594
pollution harmful,1,0,5.464231107212678,0.3205659976068594
tied billion,1,0,5.464231107212678,0.3205659976068594
tied bringing,1,0,5.464231107212678,0.3205659976068594
tied logistics,1,0,5.464231107212678,0.3205659976068594
purpose procedure,1,0,5.464231107212678,0.3205659976068594
pollution just,1,0,5.464231107212678,0.3205659976068594
purpose ai,1,0,5.464231107212678,0.3205659976068594
pure value,1,0,5.464231107212678,0.3205659976068594
pure,1,0,5.464231107212678,0.3205659976068594
thumb statewide,1,0,5.464231107212678,0.3205659976068594
thoughts project,1,0,5.464231107212678,0.3205659976068594
purchasing renewable,1,0,5.464231107212678,0.3205659976068594
pushed current,1,0,5.464231107212678,0.3205659976068594
throw points,1,0,5.464231107212678,0.3205659976068594
pollinator gardens,1,0,5.464231107212678,0.3205659976068594
putting coalition,1,0,5.464231107212678,0.3205659976068594
pollinators,1,0,5.464231107212678,0.3205659976068594
pollinators local,1,0,5.464231107212678,0.3205659976068594
trades president,1,0,5.464231107212678,0.3205659976068594
putting children,1,0,5.464231107212678,0.3205659976068594
pollutants especially,1,0,5.464231107212678,0.3205659976068594
throwing,1,0,5.464231107212678,0.3205659976068594
trades moment,1,0,5.464231107212678,0.3205659976068594
throwing bonus,1,0,5.464231107212678,0.3205659976068594
pollutants illinois,1,0,5.464231107212678,0.3205659976068594
trades labors,1,0,5.464231107212678,0.3205659976068594
pushing work,1,0,5.464231107212678,0.3205659976068594
pushing ll,1,0,5.464231107212678,0.3205659976068594
pushing bring,1,0,5.464231107212678,0.3205659976068594
thrown bus,1,0,5.464231107212678,0.3205659976068594
trades labor,1,0,5.464231107212678,0.3205659976068594
tradeoffs right,1,0,5.464231107212678,0.3205659976068594
thrown people,1,0,5.464231107212678,0.3205659976068594
tradeoffs,1,0,5.464231107212678,0.3205659976068594
trade available,1,0,5.464231107212678,0.3205659976068594
purchasing committed,1,0,5.464231107212678,0.3205659976068594
pools,1,0,5.464231107212678,0.3205659976068594
publicly state,1,0,5.464231107212678,0.3205659976068594
publicly shown,1,0,5.464231107212678,0.3205659976068594
publicly project,1,0,5.464231107212678,0.3205659976068594
pond say,1,0,5.464231107212678,0.3205659976068594
ponds control,1,0,5.464231107212678,0.3205659976068594
time able,1,0,5.464231107212678,0.3205659976068594
time allow,1,0,5.464231107212678,0.3205659976068594
ponds drainage,1,0,5.464231107212678,0.3205659976068594
time announcement,1,0,5.464231107212678,0.3205659976068594
public ve,1,0,5.464231107212678,0.3205659976068594
public took,1,0,5.464231107212678,0.3205659976068594
ponds think,1,0,5.464231107212678,0.3205659976068594
pool difference,1,0,5.464231107212678,0.3205659976068594
pool exposed,1,0,5.464231107212678,0.3205659976068594
public tonight,1,0,5.464231107212678,0.3205659976068594
time attend,1,0,5.464231107212678,0.3205659976068594
public thank,1,0,5.464231107212678,0.3205659976068594
public subsidize,1,0,5.464231107212678,0.3205659976068594
pool generating,1,0,5.464231107212678,0.3205659976068594
public speakers,1,0,5.464231107212678,0.3205659976068594
pool swimming,1,0,5.464231107212678,0.3205659976068594
public speak,1,0,5.464231107212678,0.3205659976068594
pond,1,0,5.464231107212678,0.3205659976068594
pollution worth,1,0,5.464231107212678,0.3205659976068594
pollution light,1,0,5.464231107212678,0.3205659976068594
publish,1,0,5.464231107212678,0.3205659976068594
pollution noise,1,0,5.464231107212678,0.3205659976068594
trade association,1,0,5.464231107212678,0.3205659976068594
tractor th,1,0,5.464231107212678,0.3205659976068594
purchases scheduling,1,0,5.464231107212678,0.3205659976068594
purchase yes,1,0,5.464231107212678,0.3205659976068594
tier standard,1,0,5.464231107212678,0.3205659976068594
tighten,1,0,5.464231107212678,0.3205659976068594
tighten control,1,0,5.464231107212678,0.3205659976068594
tile,1,0,5.464231107212678,0.3205659976068594
tile survey,1,0,5.464231107212678,0.3205659976068594
tim,1,0,5.464231107212678,0.3205659976068594
pump supplying,1,0,5.464231107212678,0.3205659976068594
tractor,1,0,5.464231107212678,0.3205659976068594
pump,1,0,5.464231107212678,0.3205659976068594
pulling know,1,0,5.464231107212678,0.3205659976068594
pulling grid,1,0,5.464231107212678,0.3205659976068594
pull resources,1,0,5.464231107212678,0.3205659976068594
pull,1,0,5.464231107212678,0.3205659976068594
published wall,1,0,5.464231107212678,0.3205659976068594
tim number,1,0,5.464231107212678,0.3205659976068594
publish website,1,0,5.464231107212678,0.3205659976068594
pushed clarify,1,0,5.464231107212678,0.3205659976068594
questions professionals,1,0,5.464231107212678,0.3205659976068594
questions art,1,0,5.464231107212678,0.3205659976068594
reaction thousand,1,0,5.464231107212678,0.3205659976068594
read know,1,0,5.464231107212678,0.3205659976068594
read facility,1,0,5.464231107212678,0.3205659976068594
plant maybe,1,0,5.464231107212678,0.3205659976068594
plant need,1,0,5.464231107212678,0.3205659976068594
transmission providing,1,0,5.464231107212678,0.3205659976068594
think industrial,1,0,5.464231107212678,0.3205659976068594
plant outside,1,0,5.464231107212678,0.3205659976068594
plant pawnee,1,0,5.464231107212678,0.3205659976068594
think interesting,1,0,5.464231107212678,0.3205659976068594
reaction taking,1,0,5.464231107212678,0.3205659976068594
plant lose,1,0,5.464231107212678,0.3205659976068594
plant problem,1,0,5.464231107212678,0.3205659976068594
think investment,1,0,5.464231107212678,0.3205659976068594
plant series,1,0,5.464231107212678,0.3205659976068594
think issues,1,0,5.464231107212678,0.3205659976068594
rea service,1,0,5.464231107212678,0.3205659976068594
razor razor,1,0,5.464231107212678,0.3205659976068594
transmission power,1,0,5.464231107212678,0.3205659976068594
transmission planning,1,0,5.464231107212678,0.3205659976068594
think kind,1,0,5.464231107212678,0.3205659976068594
read largely,1,0,5.464231107212678,0.3205659976068594
transmission resources,1,0,5.464231107212678,0.3205659976068594
plant use,1,0,5.464231107212678,0.3205659976068594
reading right,1,0,5.464231107212678,0.3205659976068594
ready load,1,0,5.464231107212678,0.3205659976068594
plant doing,1,0,5.464231107212678,0.3205659976068594
think half,1,0,5.464231107212678,0.3205659976068594
plant don,1,0,5.464231107212678,0.3205659976068594
plant door,1,0,5.464231107212678,0.3205659976068594
plant downhill,1,0,5.464231107212678,0.3205659976068594
ready going,1,0,5.464231107212678,0.3205659976068594
ready electric,1,0,5.464231107212678,0.3205659976068594
plant entire,1,0,5.464231107212678,0.3205659976068594
transmission upgrades,1,0,5.464231107212678,0.3205659976068594
read like,1,0,5.464231107212678,0.3205659976068594
think hit,1,0,5.464231107212678,0.3205659976068594
read workers,1,0,5.464231107212678,0.3205659976068594
plant geez,1,0,5.464231107212678,0.3205659976068594
read word,1,0,5.464231107212678,0.3205659976068594
think honestly,1,0,5.464231107212678,0.3205659976068594
read slides,1,0,5.464231107212678,0.3205659976068594
read risks,1,0,5.464231107212678,0.3205659976068594
think ideas,1,0,5.464231107212678,0.3205659976068594
read look,1,0,5.464231107212678,0.3205659976068594
plant time,1,0,5.464231107212678,0.3205659976068594
think know,1,0,5.464231107212678,0.3205659976068594
transparency ask,1,0,5.464231107212678,0.3205659976068594
rates central,1,0,5.464231107212678,0.3205659976068594
plants phased,1,0,5.464231107212678,0.3205659976068594
plants proposed,1,0,5.464231107212678,0.3205659976068594
rates effect,1,0,5.464231107212678,0.3205659976068594
rates don,1,0,5.464231107212678,0.3205659976068594
rates doesn,1,0,5.464231107212678,0.3205659976068594
rates demand,1,0,5.464231107212678,0.3205659976068594
plants putting,1,0,5.464231107212678,0.3205659976068594
rates crickets,1,0,5.464231107212678,0.3205659976068594
rates country,1,0,5.464231107212678,0.3205659976068594
plants read,1,0,5.464231107212678,0.3205659976068594
plants habitat,1,0,5.464231107212678,0.3205659976068594
rates benefit,1,0,5.464231107212678,0.3205659976068594
rates apply,1,0,5.464231107212678,0.3205659976068594
plants supply,1,0,5.464231107212678,0.3205659976068594
think means,1,0,5.464231107212678,0.3205659976068594
plas developments,1,0,5.464231107212678,0.3205659976068594
rate people,1,0,5.464231107212678,0.3205659976068594
plas organized,1,0,5.464231107212678,0.3205659976068594
rate payers,1,0,5.464231107212678,0.3205659976068594
rate making,1,0,5.464231107212678,0.3205659976068594
rates facing,1,0,5.464231107212678,0.3205659976068594
rates foreseeable,1,0,5.464231107212678,0.3205659976068594
plant used,1,0,5.464231107212678,0.3205659976068594
rates thing,1,0,5.464231107212678,0.3205659976068594
rating think,1,0,5.464231107212678,0.3205659976068594
think large,1,0,5.464231107212678,0.3205659976068594
think like,1,0,5.464231107212678,0.3205659976068594
transmission need,1,0,5.464231107212678,0.3205659976068594
plantings,1,0,5.464231107212678,0.3205659976068594
rates went,1,0,5.464231107212678,0.3205659976068594
rates want,1,0,5.464231107212678,0.3205659976068594
rates type,1,0,5.464231107212678,0.3205659976068594
rates truly,1,0,5.464231107212678,0.3205659976068594
plantings talked,1,0,5.464231107212678,0.3205659976068594
think matter,1,0,5.464231107212678,0.3205659976068594
rates rise,1,0,5.464231107212678,0.3205659976068594
transmission marketers,1,0,5.464231107212678,0.3205659976068594
rates precious,1,0,5.464231107212678,0.3205659976068594
rates paying,1,0,5.464231107212678,0.3205659976068594
rates nation,1,0,5.464231107212678,0.3205659976068594
plants electricity,1,0,5.464231107212678,0.3205659976068594
rates members,1,0,5.464231107212678,0.3205659976068594
plants end,1,0,5.464231107212678,0.3205659976068594
rates locked,1,0,5.464231107212678,0.3205659976068594
plant biodiverse,1,0,5.464231107212678,0.3205659976068594
transparency binding,1,0,5.464231107212678,0.3205659976068594
questions ask,1,0,5.464231107212678,0.3205659976068594
transportation sort,1,0,5.464231107212678,0.3205659976068594
really people,1,0,5.464231107212678,0.3205659976068594
plan make,1,0,5.464231107212678,0.3205659976068594
think broader,1,0,5.464231107212678,0.3205659976068594
really localized,1,0,5.464231107212678,0.3205659976068594
really like,1,0,5.464231107212678,0.3205659976068594
plan medical,1,0,5.464231107212678,0.3205659976068594
think carbon,1,0,5.464231107212678,0.3205659976068594
really informed,1,0,5.464231107212678,0.3205659976068594
think certainly,1,0,5.464231107212678,0.3205659976068594
think children,1,0,5.464231107212678,0.3205659976068594
really provide,1,0,5.464231107212678,0.3205659976068594
really hit,1,0,5.464231107212678,0.3205659976068594
really good,1,0,5.464231107212678,0.3205659976068594
plan partially,1,0,5.464231107212678,0.3205659976068594
really going,1,0,5.464231107212678,0.3205659976068594
really feasible,1,0,5.464231107212678,0.3205659976068594
really dig,1,0,5.464231107212678,0.3205659976068594
really couldn,1,0,5.464231107212678,0.3205659976068594
plan place,1,0,5.464231107212678,0.3205659976068594
think committed,1,0,5.464231107212678,0.3205659976068594
trapped decades,1,0,5.464231107212678,0.3205659976068594
plan investing,1,0,5.464231107212678,0.3205659976068594
really chose,1,0,5.464231107212678,0.3205659976068594
plan build,1,0,5.464231107212678,0.3205659976068594
think addressed,1,0,5.464231107212678,0.3205659976068594
placing,1,0,5.464231107212678,0.3205659976068594
placing reports,1,0,5.464231107212678,0.3205659976068594
really time,1,0,5.464231107212678,0.3205659976068594
think answered,1,0,5.464231107212678,0.3205659976068594
really talking,1,0,5.464231107212678,0.3205659976068594
think anybody,1,0,5.464231107212678,0.3205659976068594
think ballpark,1,0,5.464231107212678,0.3205659976068594
plan broader,1,0,5.464231107212678,0.3205659976068594
plan chemical,1,0,5.464231107212678,0.3205659976068594
plan incorporating,1,0,5.464231107212678,0.3205659976068594
plan comments,1,0,5.464231107212678,0.3205659976068594
trapped paying,1,0,5.464231107212678,0.3205659976068594
really sit,1,0,5.464231107212678,0.3205659976068594
really run,1,0,5.464231107212678,0.3205659976068594
really roof,1,0,5.464231107212678,0.3205659976068594
really responsibility,1,0,5.464231107212678,0.3205659976068594
plan helped,1,0,5.464231107212678,0.3205659976068594
really remote,1,0,5.464231107212678,0.3205659976068594
really province,1,0,5.464231107212678,0.3205659976068594
really connect,1,0,5.464231107212678,0.3205659976068594
really care,1,0,5.464231107212678,0.3205659976068594
transparency diligence,1,0,5.464231107212678,0.3205659976068594
real operative,1,0,5.464231107212678,0.3205659976068594
planning load,1,0,5.464231107212678,0.3205659976068594
real step,1,0,5.464231107212678,0.3205659976068594
transparency idea,1,0,5.464231107212678,0.3205659976068594
real risks,1,0,5.464231107212678,0.3205659976068594
plans hydrant,1,0,5.464231107212678,0.3205659976068594
plans know,1,0,5.464231107212678,0.3205659976068594
plans like,1,0,5.464231107212678,0.3205659976068594
think general,1,0,5.464231107212678,0.3205659976068594
plans look,1,0,5.464231107212678,0.3205659976068594
real operational,1,0,5.464231107212678,0.3205659976068594
real time,1,0,5.464231107212678,0.3205659976068594
plans outside,1,0,5.464231107212678,0.3205659976068594
plans remaining,1,0,5.464231107212678,0.3205659976068594
think gentleman,1,0,5.464231107212678,0.3205659976068594
think given,1,0,5.464231107212678,0.3205659976068594
plans solar,1,0,5.464231107212678,0.3205659976068594
real great,1,0,5.464231107212678,0.3205659976068594
transparency going,1,0,5.464231107212678,0.3205659976068594
real easily,1,0,5.464231107212678,0.3205659976068594
real demonstrated,1,0,5.464231107212678,0.3205659976068594
think future,1,0,5.464231107212678,0.3205659976068594
real world,1,0,5.464231107212678,0.3205659976068594
really bring,1,0,5.464231107212678,0.3205659976068594
think different,1,0,5.464231107212678,0.3205659976068594
transportation choose,1,0,5.464231107212678,0.3205659976068594
think deep,1,0,5.464231107212678,0.3205659976068594
realizing tax,1,0,5.464231107212678,0.3205659976068594
transparent little,1,0,5.464231107212678,0.3205659976068594
planned,1,0,5.464231107212678,0.3205659976068594
realizing,1,0,5.464231107212678,0.3205659976068594
think didn,1,0,5.464231107212678,0.3205659976068594
realized passed,1,0,5.464231107212678,0.3205659976068594
realized,1,0,5.464231107212678,0.3205659976068594
