segment,label,speaker,start,end
[ 03:32:20.352 -->  03:32:20.655],T,SPEAKER_11,12740.352218750002,12740.655968750001
[ 03:32:23.693 -->  03:32:24.165],BT,SPEAKER_69,12743.69346875,12744.16596875
[ 03:32:24.300 -->  03:32:24.537],T,SPEAKER_11,12744.300968750002,12744.53721875
[ 03:32:25.499 -->  03:32:26.072],BT,SPEAKER_69,12745.49909375,12746.07284375
[ 03:32:26.815 -->  03:32:26.967],T,SPEAKER_11,12746.81534375,12746.96721875
[ 03:32:26.967 -->  03:32:27.304],U,SPEAKER_13,12746.96721875,12747.304718750001
[ 03:32:27.304 -->  03:32:27.355],A,SPEAKER_00,12747.304718750001,12747.355343750001
[ 03:32:27.355 -->  03:32:27.389],T,SPEAKER_11,12747.355343750001,12747.38909375
[ 03:32:28.840 -->  03:32:29.025],BT,SPEAKER_69,12748.840343750002,12749.02596875
[ 03:32:53.528 -->  03:32:53.899],BT,SPEAKER_69,12773.528468750003,12773.899718750003
[ 03:32:53.967 -->  03:32:54.034],BT,SPEAKER_69,12773.96721875,12774.034718750001
[ 03:32:54.338 -->  03:32:56.177],BT,SPEAKER_69,12774.33846875,12776.17784375
[ 03:33:08.395 -->  03:33:09.424],T,SPEAKER_11,12788.395343750002,12789.42471875
[ 03:33:18.132 -->  03:33:19.499],AI,SPEAKER_28,12798.13221875,12799.49909375
[ 03:33:21.692 -->  03:33:33.302],AI,SPEAKER_28,12801.692843750003,12813.30284375
[ 03:33:35.040 -->  03:33:37.133],BT,SPEAKER_69,12815.04096875,12817.133468750002
[ 03:33:36.475 -->  03:33:38.415],AI,SPEAKER_28,12816.47534375,12818.41596875
[ 03:33:40.508 -->  03:33:45.081],BT,SPEAKER_69,12820.508468750002,12825.081593750001
[ 03:33:46.313 -->  03:33:50.920],BT,SPEAKER_69,12826.313468750002,12830.92034375
[ 03:33:51.325 -->  03:33:53.181],BT,SPEAKER_69,12831.325343750003,12833.18159375
[ 03:33:53.654 -->  03:33:57.636],BT,SPEAKER_69,12833.65409375,12837.636593750001
[ 03:33:57.636 -->  03:33:57.653],AI,SPEAKER_28,12837.636593750001,12837.653468750003
[ 03:33:58.210 -->  03:33:59.037],BT,SPEAKER_69,12838.21034375,12839.03721875
[ 03:33:59.037 -->  03:34:00.488],AI,SPEAKER_28,12839.03721875,12840.488468750002
[ 03:34:00.640 -->  03:34:07.727],AI,SPEAKER_28,12840.640343750001,12847.727843750003
[ 03:34:00.842 -->  03:34:00.893],BT,SPEAKER_69,12840.84284375,12840.89346875
[ 03:34:07.879 -->  03:34:10.630],AI,SPEAKER_28,12847.879718750002,12850.630343750003
[ 03:34:11.760 -->  03:34:13.752],AI,SPEAKER_28,12851.76096875,12853.75221875
[ 03:34:14.562 -->  03:34:16.131],T,SPEAKER_11,12854.562218750001,12856.13159375
[ 03:34:17.532 -->  03:34:21.025],G,SPEAKER_56,12857.532218750002,12861.02534375
[ 03:34:17.734 -->  03:34:17.819],T,SPEAKER_11,12857.734718750002,12857.81909375
[ 03:34:22.358 -->  03:34:24.231],AI,SPEAKER_28,12862.35846875,12864.231593750003
[ 03:34:25.260 -->  03:34:28.973],AI,SPEAKER_28,12865.26096875,12868.973468750002
[ 03:34:28.973 -->  03:34:31.622],BT,SPEAKER_69,12868.973468750002,12871.62284375
[ 03:34:33.006 -->  03:34:34.474],BT,SPEAKER_69,12873.00659375,12874.47471875
[ 03:34:34.778 -->  03:34:36.432],BT,SPEAKER_69,12874.778468750003,12876.43221875
[ 03:34:36.837 -->  03:34:39.452],BT,SPEAKER_69,12876.837218750003,12879.452843750001
[ 03:34:40.043 -->  03:34:43.367],BT,SPEAKER_69,12880.043468750002,12883.367843750002
[ 03:34:43.755 -->  03:34:47.384],BT,SPEAKER_69,12883.75596875,12887.384093750003
[ 03:34:49.037 -->  03:34:56.985],AI,SPEAKER_28,12889.03784375,12896.985968750003
[ 03:35:01.086 -->  03:35:01.964],AI,SPEAKER_28,12901.086593750002,12901.96409375
[ 03:35:02.504 -->  03:35:07.414],BX,SPEAKER_73,12902.504093750002,12907.414718750002
[ 03:35:09.422 -->  03:35:11.025],AI,SPEAKER_28,12909.422843750002,12911.02596875
[ 03:35:11.076 -->  03:35:14.333],AI,SPEAKER_28,12911.07659375,12914.333468750003
[ 03:35:14.890 -->  03:35:21.100],BT,SPEAKER_69,12914.890343750001,12921.10034375
[ 03:35:21.488 -->  03:35:27.259],BT,SPEAKER_69,12921.488468750002,12927.25971875
[ 03:35:27.782 -->  03:35:31.900],BT,SPEAKER_69,12927.782843750003,12931.90034375
[ 03:35:32.389 -->  03:35:35.579],BT,SPEAKER_69,12932.38971875,12935.579093750002
[ 03:35:36.017 -->  03:35:39.359],BT,SPEAKER_69,12936.01784375,12939.359093750001
[ 03:35:39.848 -->  03:35:43.965],BT,SPEAKER_69,12939.848468750002,12943.965968750003
[ 03:35:44.472 -->  03:35:47.796],BT,SPEAKER_69,12944.472218750001,12947.796593750001
[ 03:35:48.167 -->  03:35:52.926],BT,SPEAKER_69,12948.167843750001,12952.926593750002
[ 03:35:52.960 -->  03:35:53.027],BT,SPEAKER_69,12952.96034375,12953.027843750002
[ 03:35:53.112 -->  03:35:54.394],BT,SPEAKER_69,12953.11221875,12954.394718750002
[ 03:35:55.829 -->  03:35:58.697],AI,SPEAKER_28,12955.829093750002,12958.69784375
[ 03:36:00.014 -->  03:36:05.987],AI,SPEAKER_28,12960.01409375,12965.987843750001
[ 03:36:07.995 -->  03:36:10.054],AI,SPEAKER_28,12967.995968750001,12970.054718750001
[ 03:36:08.451 -->  03:36:09.734],BQ,SPEAKER_65,12968.45159375,12969.734093750001
[ 03:36:12.822 -->  03:36:16.889],G,SPEAKER_56,12972.82221875,12976.88909375
[ 03:36:18.644 -->  03:36:20.534],AI,SPEAKER_28,12978.644093750001,12980.53409375
[ 03:36:20.567 -->  03:36:22.322],AI,SPEAKER_28,12980.567843750003,12982.32284375
[ 03:36:22.660 -->  03:36:30.743],AI,SPEAKER_28,12982.660343750002,12990.743468750003
[ 03:36:31.367 -->  03:36:32.903],AI,SPEAKER_28,12991.367843750002,12992.903468750003
