segment,label,speaker,start,end
[ 02:27:20.387 -->  02:27:20.809],W,SPEAKER_15,8840.387843750003,8840.809718750003
[ 02:27:21.180 -->  02:27:22.075],W,SPEAKER_15,8841.180968750003,8842.075343750003
[ 02:27:22.446 -->  02:27:23.425],W,SPEAKER_15,8842.446593750003,8843.425343750001
[ 02:27:23.813 -->  02:27:26.935],W,SPEAKER_15,8843.813468750002,8846.93534375
[ 02:27:27.593 -->  02:27:27.998],W,SPEAKER_15,8847.593468750001,8847.99846875
[ 02:27:28.403 -->  02:27:29.652],W,SPEAKER_15,8848.403468750003,8849.652218750001
[ 02:27:29.837 -->  02:27:30.968],W,SPEAKER_15,8849.83784375,8850.968468750001
[ 02:27:31.339 -->  02:27:34.647],W,SPEAKER_15,8851.339718750001,8854.64721875
[ 02:27:35.204 -->  02:27:36.047],W,SPEAKER_15,8855.204093750002,8856.047843750002
[ 02:27:36.402 -->  02:27:38.680],W,SPEAKER_15,8856.402218750001,8858.680343750002
[ 02:27:39.659 -->  02:27:42.240],W,SPEAKER_15,8859.65909375,8862.24096875
[ 02:27:42.780 -->  02:27:44.400],W,SPEAKER_15,8862.780968750001,8864.40096875
[ 02:27:45.632 -->  02:27:46.088],W,SPEAKER_15,8865.632843750001,8866.08846875
[ 02:27:46.442 -->  02:27:49.649],W,SPEAKER_15,8866.44284375,8869.649093750002
[ 02:27:50.070 -->  02:27:54.002],W,SPEAKER_15,8870.070968750002,8874.00284375
[ 02:27:54.390 -->  02:27:56.280],W,SPEAKER_15,8874.390968750002,8876.280968750001
[ 02:27:57.141 -->  02:28:00.972],W,SPEAKER_15,8877.141593750002,8880.972218750001
[ 02:28:01.613 -->  02:28:02.862],W,SPEAKER_15,8881.613468750002,8882.86221875
[ 02:28:03.435 -->  02:28:04.937],W,SPEAKER_15,8883.43596875,8884.937843750002
[ 02:28:05.393 -->  02:28:06.473],W,SPEAKER_15,8885.39346875,8886.473468750002
[ 02:28:06.659 -->  02:28:08.042],W,SPEAKER_15,8886.65909375,8888.042843750001
[ 02:28:08.515 -->  02:28:08.970],W,SPEAKER_15,8888.515343750001,8888.97096875
[ 02:28:09.426 -->  02:28:09.949],W,SPEAKER_15,8889.426593750002,8889.949718750002
[ 02:28:10.219 -->  02:28:10.962],W,SPEAKER_15,8890.219718750002,8890.962218750003
[ 02:28:11.434 -->  02:28:15.349],W,SPEAKER_15,8891.434718750003,8895.34971875
[ 02:28:16.665 -->  02:28:17.037],W,SPEAKER_15,8896.66596875,8897.03721875
[ 02:28:17.374 -->  02:28:18.370],W,SPEAKER_15,8897.374718750001,8898.37034375
[ 02:28:18.505 -->  02:28:22.740],W,SPEAKER_15,8898.50534375,8902.74096875
[ 02:28:25.002 -->  02:28:27.989],W,SPEAKER_15,8905.00221875,8907.989093750002
[ 02:28:28.174 -->  02:28:28.984],W,SPEAKER_15,8908.17471875,8908.984718750002
[ 02:28:29.136 -->  02:28:30.739],W,SPEAKER_15,8909.136593750001,8910.73971875
[ 02:28:31.195 -->  02:28:34.232],W,SPEAKER_15,8911.195343750001,8914.23284375
[ 02:28:34.874 -->  02:28:37.742],W,SPEAKER_15,8914.87409375,8917.742843750002
[ 02:28:38.350 -->  02:28:39.784],W,SPEAKER_15,8918.35034375,8919.784718750001
[ 02:28:40.932 -->  02:28:45.015],W,SPEAKER_15,8920.93221875,8925.015968750002
[ 02:28:45.150 -->  02:28:50.264],W,SPEAKER_15,8925.15096875,8930.26409375
[ 02:28:50.584 -->  02:28:51.917],W,SPEAKER_15,8930.58471875,8931.917843750001
[ 02:28:52.187 -->  02:28:53.925],W,SPEAKER_15,8932.187843750002,8933.925968750002
[ 02:28:54.381 -->  02:28:57.132],W,SPEAKER_15,8934.38159375,8937.13221875
[ 02:28:58.043 -->  02:28:58.566],W,SPEAKER_15,8938.043468750002,8938.566593750002
[ 02:28:58.819 -->  02:29:02.582],W,SPEAKER_15,8938.81971875,8942.582843750002
[ 02:29:02.954 -->  02:29:04.945],W,SPEAKER_15,8942.954093750002,8944.945343750001
[ 02:29:05.181 -->  02:29:07.290],W,SPEAKER_15,8945.18159375,8947.29096875
[ 02:29:07.560 -->  02:29:09.062],W,SPEAKER_15,8947.56096875,8949.062843750002
[ 02:29:09.940 -->  02:29:11.070],W,SPEAKER_15,8949.94034375,8951.070968750002
[ 02:29:11.307 -->  02:29:13.551],W,SPEAKER_15,8951.30721875,8953.551593750002
[ 02:29:14.783 -->  02:29:15.255],W,SPEAKER_15,8954.78346875,8955.25596875
[ 02:29:16.065 -->  02:29:19.339],W,SPEAKER_15,8956.065968750001,8959.339718750001
[ 02:29:19.559 -->  02:29:20.588],W,SPEAKER_15,8959.559093750002,8960.58846875
[ 02:29:20.875 -->  02:29:23.811],W,SPEAKER_15,8960.875343750002,8963.81159375
[ 02:29:24.267 -->  02:29:26.730],W,SPEAKER_15,8964.26721875,8966.730968750002
[ 02:29:27.405 -->  02:29:28.958],W,SPEAKER_15,8967.405968750001,8968.95846875
[ 02:29:32.873 -->  02:29:33.025],AG,SPEAKER_26,8972.87346875,8973.02534375
[ 02:29:33.025 -->  02:29:34.105],AF,SPEAKER_25,8973.02534375,8974.105343750001
[ 02:29:35.860 -->  02:29:36.653],AF,SPEAKER_25,8975.860343750002,8976.653468750003
[ 02:29:36.754 -->  02:29:40.770],AF,SPEAKER_25,8976.754718750002,8980.77096875
[ 02:29:41.361 -->  02:29:42.779],AD,SPEAKER_22,8981.36159375,8982.77909375
[ 02:29:42.779 -->  02:29:43.774],AF,SPEAKER_25,8982.77909375,8983.774718750003
[ 02:29:45.799 -->  02:29:45.816],AD,SPEAKER_22,8985.79971875,8985.816593750002
[ 02:29:45.816 -->  02:29:46.508],D,SPEAKER_23,8985.816593750002,8986.508468750002
[ 02:29:50.592 -->  02:29:51.672],D,SPEAKER_23,8990.59221875,8991.672218750002
[ 02:29:52.313 -->  02:29:52.499],D,SPEAKER_23,8992.313468750002,8992.49909375
[ 02:29:54.304 -->  02:29:55.654],D,SPEAKER_23,8994.304718750001,8995.65471875
[ 02:29:55.840 -->  02:29:55.874],D,SPEAKER_23,8995.840343750002,8995.87409375
[ 02:29:58.472 -->  02:29:58.506],E,SPEAKER_34,8998.472843750002,8998.50659375
[ 02:29:58.506 -->  02:29:59.940],D,SPEAKER_23,8998.50659375,8999.940968750001
[ 02:30:04.024 -->  02:30:07.686],D,SPEAKER_23,9004.024718750003,9007.68659375
[ 02:30:10.099 -->  02:30:12.040],AF,SPEAKER_25,9010.09971875,9012.040343750003
[ 02:30:12.040 -->  02:30:12.546],D,SPEAKER_23,9012.040343750003,9012.546593750001
[ 02:30:14.622 -->  02:30:22.283],D,SPEAKER_23,9014.622218750003,9022.28346875
[ 02:30:22.772 -->  02:30:25.185],D,SPEAKER_23,9022.77284375,9025.18596875
[ 02:30:26.215 -->  02:30:27.126],D,SPEAKER_23,9026.215343750002,9027.12659375
[ 02:30:30.265 -->  02:30:30.737],D,SPEAKER_23,9030.265343750001,9030.737843750001
[ 02:30:31.952 -->  02:30:41.672],D,SPEAKER_23,9031.952843750001,9041.672843750002
[ 02:30:42.719 -->  02:30:43.579],D,SPEAKER_23,9042.719093750002,9043.57971875
[ 02:30:44.524 -->  02:30:45.756],D,SPEAKER_23,9044.524718750003,9045.75659375
[ 02:30:46.229 -->  02:30:48.659],D,SPEAKER_23,9046.22909375,9048.65909375
[ 02:30:49.519 -->  02:30:51.224],D,SPEAKER_23,9049.519718750002,9051.22409375
[ 02:30:52.000 -->  02:30:56.084],D,SPEAKER_23,9052.000343750002,9056.08409375
[ 02:30:56.539 -->  02:30:57.737],D,SPEAKER_23,9056.539718750002,9057.737843750001
[ 02:30:58.682 -->  02:31:02.850],D,SPEAKER_23,9058.68284375,9062.85096875
[ 02:31:04.032 -->  02:31:04.403],D,SPEAKER_23,9064.032218750002,9064.403468750003
